Child Mortality (CHMORT) - Probability of dying in children between the exact ages of 1 and 5 (probability),,,,,,,,,,,,,,,,,,,,,,,
"Source: United Nations, Department of Economic and Social Affairs, Population Division. (2012). World Population Prospects DEMOBASE",,,,,,,,,,,,,,,,,,,,,,,
Notes: NA = Not Applicable,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Spain,0.002103139,0.002044423,0.001983928,0.001918965,0.001847975,0.001770125,0.001686964,0.001603271,0.001523911,0.001450973,0.001384578,0.001328402,0.00128165,0.001242168,0.001209511,0.001182034,0.001158315,0.001135439,0.001111668,0.001087051,0.001059377,0.001030548,0.001001933
Sri Lanka,0.00671512,0.006294858,0.005919227,0.005583538,0.005279555,0.005002584,0.004746451,0.004506322,0.004279167,0.004059075,0.003846512,0.00364091,0.003445165,0.003261649,0.003091689,0.002937367,0.002800324,0.002682216,0.002581347,0.002496104,0.002422674,0.002359644,0.002301559
State of Palestine,0.009087453,0.008531781,0.00800126,0.00748918,0.006995108,0.006524046,0.006085353,0.005692298,0.005350266,0.005059329,0.004813938,0.004604108,0.004417915,0.004247989,0.004090079,0.003951504,0.003840548,0.003765998,0.003726882,0.003719946,0.00373151,0.003748558,0.003754934
Sudan,0.056273226,0.055444062,0.054539344,0.053557411,0.052502897,0.051383595,0.050210155,0.048999368,0.047765152,0.046518313,0.045254566,0.043961519,0.042639038,0.041297014,0.039963136,0.038679138,0.037496267,0.036442573,0.03553372,0.034766888,0.034121948,0.033561356,0.033036767
Suriname,0.011025698,0.010829314,0.010614212,0.010385597,0.01013829,0.009869126,0.009581396,0.009284172,0.008987767,0.008702157,0.008440603,0.008218723,0.008039742,0.007900448,0.007793533,0.007698644,0.007590673,0.007448333,0.007260466,0.007026047,0.006753815,0.006464812,0.006181855
Svalbard and Jan Mayen Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,0.029367462,0.028558187,0.028280343,0.02858797,0.029470153,0.030900798,0.032813313,0.035025541,0.037334289,0.039566658,0.041541222,0.043110124,0.044217382,0.044821763,0.044878164,0.044339738,0.04319882,0.041566876,0.0395859,0.037375633,0.03508508,0.032857773,0.030787811
Sweden,0.001094887,0.00104912,0.000997053,0.000944181,0.000892955,0.000844558,0.000800164,0.000759374,0.000724142,0.000695774,0.000674187,0.000663755,0.000661929,0.000669888,0.000684334,0.000702195,0.000722098,0.000740338,0.000753671,0.000760691,0.000762202,0.000756456,0.000745611
Switzerland,0.001561609,0.001510358,0.001456173,0.001398668,0.001339088,0.001278439,0.00121948,0.001164778,0.001115254,0.001071936,0.001031054,0.00099082,0.000945236,0.000894909,0.000840264,0.000783282,0.000728057,0.000678069,0.000636789,0.000604898,0.000582201,0.000566885,0.000555502
Syria,0.006715145,0.006202357,0.005740507,0.005327849,0.004959246,0.004631609,0.004341793,0.004086784,0.003862517,0.003663638,0.003482112,0.003308116,0.003140332,0.002978685,0.0028286,0.002701214,0.002614341,0.002577424,0.002591966,0.002649126,0.002732682,0.002817783,0.002880173
Taiwan,0.003139121,0.003028163,0.002927058,0.002830504,0.002734311,0.002632893,0.002524375,0.0024101,0.002291066,0.002169486,0.002046829,0.001927062,0.001814908,0.001710995,0.001617574,0.001533338,0.001458658,0.001389431,0.001324648,0.001263407,0.001203087,0.001145289,0.001090069
Tajikistan,0.030915176,0.030176821,0.029471705,0.028816026,0.028207676,0.027606808,0.026957378,0.026213353,0.025353729,0.024385897,0.023339603,0.022259023,0.021204803,0.02023388,0.019376067,0.018667537,0.018129447,0.017743406,0.017481458,0.017319884,0.017221039,0.017142353,0.017044654
Tanzania,0.069681915,0.069163833,0.068434986,0.067413882,0.066061448,0.064359917,0.062325346,0.060042001,0.057592153,0.055028171,0.052385471,0.049689337,0.046961246,0.044236749,0.041562483,0.038978901,0.036519195,0.034193772,0.032017727,0.030008828,0.028185003,0.026555329,0.025101625
Thailand,0.006041187,0.005374049,0.004784574,0.004276849,0.003850186,0.00350031,0.003221583,0.002998878,0.002819872,0.002672168,0.002547303,0.002437739,0.002341116,0.002255386,0.002175828,0.002098749,0.002023923,0.001953172,0.001888686,0.001829281,0.001774242,0.001722928,0.001675525
Timor-Leste,0.071674989,0.067768252,0.063663498,0.059308787,0.054722278,0.05001174,0.045347582,0.040940081,0.036945008,0.03341886,0.030383965,0.027806476,0.025572118,0.023575861,0.02176922,0.020099635,0.018529779,0.017047041,0.015639501,0.014296518,0.0130191,0.011827065,0.010741545
Togo,0.067667852,0.066086556,0.064552037,0.063054206,0.061585106,0.060140291,0.058722226,0.057332841,0.055977579,0.054652065,0.053352892,0.052073196,0.050810139,0.049563541,0.048334357,0.047126892,0.045946216,0.044801354,0.043697077,0.042639256,0.041630324,0.04067358,0.039765535
Tokelau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tonga,0.006010637,0.005912649,0.005821926,0.005733519,0.005643032,0.005548536,0.005449788,0.005350881,0.005252327,0.005155704,0.005059546,0.00496688,0.00487579,0.004785505,0.004698441,0.004612019,0.004526787,0.004441359,0.004356939,0.004272408,0.00418914,0.004106565,0.004026875
Trinidad and Tobago,0.006663934,0.006542928,0.006480245,0.006477405,0.006529494,0.006634688,0.006786853,0.006971366,0.007167509,0.007358667,0.007523142,0.007641487,0.00770757,0.00771689,0.007671738,0.007575208,0.007441082,0.007287741,0.007130737,0.006979798,0.006840635,0.006713094,0.00659191
Tunisia,0.006900977,0.0063601,0.005880098,0.00548307,0.005163792,0.00490107,0.004663996,0.004421429,0.004150776,0.003846255,0.003511369,0.00316224,0.002822547,0.00251531,0.002248932,0.002032272,0.001866272,0.001744328,0.001656441,0.001595982,0.001556362,0.001528927,0.001507814
Turkey,0.019606558,0.018765878,0.01790987,0.017050349,0.016193154,0.015343895,0.014504472,0.013677682,0.012869934,0.01208358,0.011322061,0.010584646,0.009871226,0.009189684,0.008546127,0.007956806,0.00743781,0.006994393,0.006624514,0.006321836,0.006071792,0.005853616,0.005646807
Turkmenistan,0.021483624,0.021567874,0.021486152,0.021194566,0.020686986,0.019984639,0.019144251,0.018256246,0.017405185,0.016637537,0.015995492,0.015503048,0.015141019,0.014884896,0.014721487,0.014622535,0.014556465,0.014489185,0.0143923,0.014254449,0.014069266,0.013846631,0.013607845
Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,0.074826866,0.073327317,0.071779238,0.070199345,0.068576348,0.066854133,0.064949501,0.062813422,0.060436254,0.057852099,0.055126836,0.052349214,0.049623326,0.047036528,0.044637458,0.042457757,0.040495091,0.038702296,0.037034265,0.035478822,0.034021692,0.032648447,0.031348856
Ukraine,0.004221545,0.004146797,0.004102572,0.004084991,0.004087075,0.004095843,0.004096865,0.00407774,0.004027195,0.003942,0.00381795,0.003659271,0.003476485,0.003282255,0.003087133,0.00290079,0.002734228,0.002592553,0.0024768,0.002390169,0.002330093,0.002292906,0.002270679
United Arab Emirates,0.003331483,0.003100033,0.002892712,0.002706646,0.002534545,0.002373445,0.002220908,0.002080392,0.001952266,0.001837032,0.001731279,0.001634172,0.001544899,0.001463792,0.001389546,0.001320244,0.001258054,0.00120199,0.001153275,0.001110257,0.001071413,0.001037547,0.00100759
United Kingdom,0.001530498,0.001464446,0.001396944,0.001332228,0.00126973,0.001211461,0.001159281,0.001109719,0.00106577,0.001025559,0.000990221,0.000959893,0.000934856,0.000914021,0.000896112,0.000880117,0.000864293,0.000848418,0.000830945,0.000810478,0.00078882,0.00076492,0.00074115
United States of America,0.001929963,0.001874856,0.001816204,0.001753873,0.001689177,0.001625494,0.001562513,0.001502246,0.001446759,0.001396838,0.001353739,0.001316558,0.001284808,0.001256378,0.001232138,0.001208457,0.00118696,0.001166236,0.001144974,0.001124356,0.001103164,0.0010817,0.001061818
United States Virgin Islands,0.002968352,0.002844325,0.00272876,0.00262045,0.002517895,0.002420799,0.002329543,0.002243824,0.002164982,0.002091755,0.002026447,0.001968213,0.001917842,0.001874233,0.00183565,0.001800826,0.001766817,0.001733533,0.001697091,0.00165973,0.00161914,0.001578588,0.001537853
Uruguay,0.003316213,0.003229468,0.003146851,0.003073344,0.003010813,0.002962881,0.002933552,0.002921682,0.002925254,0.002938828,0.00295892,0.002979497,0.002993554,0.002996319,0.002987156,0.002964212,0.002928796,0.00288569,0.002838896,0.002790185,0.002740801,0.002690547,0.002638987
Uzbekistan,0.013565562,0.013274271,0.012999649,0.01274336,0.012502164,0.012271397,0.012041742,0.011809231,0.011573818,0.011337753,0.011112426,0.010914135,0.010750733,0.010627612,0.010541737,0.010482103,0.010435255,0.010382623,0.01031212,0.010216729,0.010095868,0.009951724,0.009795074
Vanuatu,0.019898418,0.018693831,0.017492831,0.016314292,0.015171407,0.014078197,0.013047795,0.012086813,0.011202096,0.010395396,0.009668111,0.009018302,0.008433406,0.007904299,0.007422677,0.006981904,0.00657765,0.006206489,0.005864629,0.005547091,0.005250996,0.00497291,0.004713547
Venezuela,0.006765788,0.006584804,0.006430228,0.006299384,0.006185955,0.006084551,0.00599432,0.005913085,0.005837361,0.005763844,0.005689243,0.005610481,0.005526524,0.005437939,0.005343435,0.005243508,0.005139552,0.005034379,0.004929346,0.004824289,0.004719094,0.004613337,0.004504133
Viet Nam,0.012521629,0.011658336,0.010764191,0.009855668,0.008955847,0.008096786,0.007315893,0.006642666,0.00610047,0.005704331,0.005474584,0.005421695,0.005518762,0.005729195,0.006017602,0.006332647,0.006624012,0.006853782,0.006997044,0.007036779,0.006976222,0.006835251,0.006653805
Wallis and Futuna Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Sahara,0.035780579,0.034239609,0.032813751,0.031430995,0.030049309,0.028632224,0.027167418,0.025677568,0.024188781,0.022708534,0.021251251,0.019831503,0.018468551,0.017179467,0.015973605,0.014862695,0.013848078,0.012923089,0.012079486,0.011314719,0.010626624,0.010013478,0.009466893
Yemen,0.041290641,0.039817535,0.038505297,0.037294143,0.036142725,0.035020552,0.033918455,0.032848734,0.031821754,0.030827247,0.029853036,0.028889995,0.027938232,0.027006484,0.026101676,0.025244704,0.024456504,0.023752902,0.023141296,0.022618726,0.022173151,0.021787379,0.021435899
Zambia,0.0754606,0.075843407,0.076095006,0.076172281,0.076002235,0.075440495,0.074330709,0.072627769,0.070361293,0.06761751,0.064563876,0.061414122,0.058377222,0.055612514,0.053197293,0.051140912,0.049385253,0.047784829,0.046217612,0.044639665,0.043010776,0.041310277,0.039562949
Zimbabwe,0.02629482,0.025770769,0.025660424,0.025969844,0.026654954,0.027629607,0.0287761,0.029927997,0.030929144,0.031668696,0.032048864,0.03201726,0.031619448,0.030905417,0.029901949,0.028626481,0.027107532,0.025410018,0.023617478,0.021808014,0.020064519,0.018457051,0.01701745
